Wall time,Step,Value
1535245960.597188,4,0.0
1535246002.7751317,6,0.0
1535246074.652277,9,0.0
1535246099.8722312,10,0.0
1535246163.1849825,13,0.0
1535246258.813683,18,0.0
1535246299.8459916,20,0.0
1535246346.027946,22,0.0
1535246405.4225152,25,0.0
1535246429.5882754,26,0.0
1535246471.2750154,28,0.0
1535246506.6940632,30,0.0
1535246609.951529,35,0.0
1535246626.8690338,36,0.0
1535246649.3610065,37,0.0
1535246666.3159359,38,0.0
1535246682.3674858,39,0.0
1535246725.1988106,41,0.0
1535246745.5227177,42,0.0
1535246770.902064,43,0.0
1535246830.3980083,46,0.0
1535246851.25647,47,0.0
1535246897.460289,49,0.0
1535246914.37807,50,0.0
1535246951.5564613,52,0.0
1535246991.1327589,54,0.0
1535247011.8651388,55,0.0
1535247055.2841713,57,0.0
1535247073.6936758,58,0.0
1535247096.7346284,59,0.0
1535247116.2743587,60,0.0
1535247341.2834156,71,0.0
1535247363.933709,72,0.0
1535247406.8696284,74,0.0
1535247492.6546066,78,0.0
1535247576.0659359,82,0.0
1535247599.8257515,83,0.0
1535247620.111002,84,0.0
1535247711.0779293,88,0.0
1535247777.5202022,91,0.0
1535247798.3221607,92,0.0
1535247887.5946987,96,0.0
1535247948.8448482,99,0.0
1535248016.9059613,102,0.0
1535248036.0973794,103,0.0
1535248104.2687354,106,0.0
1535248121.1180215,107,0.0
1535248145.297922,108,0.0
1535248166.7022526,109,0.0
1535248286.5125806,115,0.0
1535248325.2564228,117,0.0
1535248463.0361397,123,0.0
1535248478.7276251,124,0.0
1535248494.417024,125,0.0
1535248542.1262257,127,0.0
1535248607.622206,130,0.0
1535248669.4354484,133,0.0
1535248693.0930998,134,0.0
1535248728.5574937,136,0.0
1535248794.4110138,139,0.0
1535248814.702,140,0.0
1535248834.9266353,141,0.0
1535248866.6873095,143,0.0
1535248949.9477777,147,0.0
1535248972.585206,148,0.0
1535249138.2428536,156,0.0
1535249215.6918519,160,0.0
1535249234.931086,161,0.0
1535249250.9970322,162,0.0
1535249353.0544753,167,0.0
1535249371.5254474,168,0.0
1535249436.2211175,171,0.0
1535249512.4015193,175,0.0
1535249528.463926,176,0.0
1535249547.568171,177,0.0
1535249626.9486036,181,0.0
1535249651.7730575,182,0.0
1535249676.0779085,183,0.0
1535249711.7364452,185,0.0
1535249727.538633,186,0.0
1535249749.4337528,187,0.0
1535249772.524402,188,0.0
1535249793.9936104,189,0.0
1535249813.5405233,190,0.0
1535249886.0248814,193,0.0
1535249905.6174006,194,0.0
1535249927.4484596,195,0.0
1535250006.709494,199,0.0
1535250025.878097,200,0.0
1535250047.2731512,201,0.0
1535250066.8193161,202,0.0
1535250125.8837295,205,0.0
1535250141.9344895,206,0.0
1535250184.6944594,208,0.0
1535250249.880215,211,0.0
1535250269.488956,212,0.0
1535250352.6669674,216,0.0
1535250413.9088857,219,0.0
1535250432.0018656,220,0.0
1535250453.8820348,221,0.0
1535250479.130392,222,0.0
1535250500.9315264,223,0.0
1535250518.2181613,224,0.0
1535250540.0982394,225,0.0
1535250613.3562067,228,0.0
1535250657.3287587,230,0.0
1535250673.3208761,231,0.0
1535250723.871788,234,0.0
1535250762.9908676,236,0.0
1535250787.7572434,237,0.0
1535250804.6444,238,0.0
1535250827.7747648,239,0.0
1535250894.97352,242,0.0
1535250914.5470238,243,0.0
1535250966.63775,246,0.0
1535251005.2986827,248,0.0
1535251082.5317695,252,0.0
1535251117.9023852,254,0.0
1535251266.098421,261,0.0
1535251301.484968,263,0.0
1535251342.4445786,265,0.0
1535251562.6287498,275,0.0
1535251583.2413292,276,0.0
1535251620.7411726,278,0.0
1535251645.4494746,279,0.0
1535251678.1215541,281,0.0
1535251699.9378886,282,0.0
1535251755.6376462,285,0.0
1535251774.7878487,286,0.0
1535251817.221423,288,0.0
1535251836.7315838,289,0.0
1535251891.3586278,292,0.0
1535251916.0392275,293,0.0
1535251940.7930262,294,0.0
1535251961.036584,295,0.0
1535251982.8511643,296,0.0
1535252005.4049401,297,0.0
1535252029.098304,298,0.0
1535252053.9552407,299,0.0
1535252073.1169376,300,0.0
1535252094.9341686,301,0.0
1535252133.4570503,303,0.0
1535252172.3683162,305,0.0
1535252289.218043,311,0.0
1535252324.0387466,313,0.0
1535252346.5043397,314,0.0
1535252364.8768232,315,0.0
1535252400.0946364,317,0.0
1535252455.9998343,320,0.0
1535252518.2346969,323,0.0
1535252578.7333932,326,0.0
1535252639.9228122,329,0.0
1535252686.0699399,331,0.0
1535252706.7759528,332,0.0
1535252757.857391,335,0.0
1535252774.7745326,336,0.0
1535252840.9603176,339,0.0
1535252861.2579825,340,0.0
1535252881.59411,341,0.0
1535252897.625201,342,0.0
1535252921.6853607,343,0.0
1535252945.8574634,344,0.0
1535252967.677313,345,0.0
1535252991.903394,346,0.0
1535253035.328681,348,0.0
1535253058.3868434,349,0.0
1535253095.7976072,351,0.0
1535253183.6043832,355,0.0
1535253226.5619688,357,0.0
1535253249.566789,358,0.0
1535253287.1088133,360,0.0
1535253308.5174367,361,0.0
1535253346.0470583,363,0.0
1535253382.7872252,365,0.0
1535253425.5278335,367,0.0
1535253444.6975718,368,0.0
1535253465.3872612,369,0.0
1535253481.1468196,370,0.0
1535253522.1808088,372,0.0
1535253602.4621892,376,0.0
1535253684.3374913,380,0.0
1535253706.1505432,381,0.0
1535253752.9489532,383,0.0
1535253777.0634124,384,0.0
1535253799.527111,385,0.0
1535253823.618229,386,0.0
1535253843.175808,387,0.0
1535253865.749675,388,0.0
1535253956.4152775,393,0.0
1535254005.3986442,395,0.0
1535254080.4362495,398,0.0
1535254097.3764536,399,0.0
1535254136.0200558,401,0.0
1535254157.3856485,402,0.0
1535254173.1062322,403,0.0
1535254215.6435966,405,0.0
1535254237.188149,406,0.0
1535254261.9843335,407,0.0
1535254328.181822,410,0.0
1535254377.5678902,412,0.0
1535254450.3308227,416,0.0
1535254471.7527368,417,0.0
1535254511.5871837,419,0.0
1535254594.3908322,423,0.0
1535254639.3570955,425,0.0
1535254657.733833,426,0.0
1535254677.2651505,427,0.0
1535254734.5242925,430,0.0
1535254783.950756,432,0.0
1535254824.1462197,434,0.0
1535254839.9037335,435,0.0
1535254861.2342138,436,0.0
1535254886.0546634,437,0.0
1535254923.3029313,439,0.0
1535254966.8360164,441,0.0
1535255034.4424112,444,0.0
1535255054.7718062,445,0.0
1535255092.30191,447,0.0
1535255108.0965347,448,0.0
1535255150.2703621,450,0.0
1535255208.8797925,453,0.0
1535255240.6637125,455,0.0
