Wall time,Step,Value
1534893533.8385158,4,0.0
1534893562.4680521,6,0.0
1534893614.2938626,9,0.007892805151641369
1534893741.4757757,18,-0.004565478768199682
1534893768.8974707,20,0.0
1534893796.337129,22,0.0008410091977566481
1534893830.4209745,25,0.002896809484809637
1534893869.070463,28,0.010385796427726746
1534893889.4633446,30,0.0040715523064136505
1534894011.5174327,39,0.00046722733532078564
1534894052.5196052,42,0.0013082365039736032
1534894066.1417542,43,0.0014016820350661874
1534894113.881084,47,0.0009344546706415713
1534894181.0763886,52,5.699493106364804e-19
1534894207.1526394,54,-4.603602354836043e-19
1534894218.4801974,55,4.7212470834806315e-19
1534894243.5603547,57,0.005526632070541382
1534894253.6991785,58,0.004298491403460503
1534894288.099018,60,0.0018422106513753533
1534894443.3736846,71,4.432964300248244e-19
1534894581.0719995,82,-1.0085720151040154e-18
1534894599.5480232,83,6.379747830564632e-19
1534894609.7068474,84,1.360461110032609e-19
1534894660.703883,88,-4.2682036224065767e-19
1534894700.5487833,91,6.933292185100231e-20
1534894716.6669161,92,-2.975596913503517e-19
1534894798.5174456,99,1.0129577267117716e-18
1534894834.9635983,102,1.963405983219582e-19
1534894882.80063,106,2.029388371225347e-19
1534894895.2600384,107,-2.799755375874877e-19
1534894907.8320146,108,-5.781899181588681e-21
1534895006.0157428,115,0.001521826139651239
1534895033.3253129,117,-0.0005072753992862999
1534895177.3867593,127,-0.010132158175110817
1534895209.032226,130,0.005059404764324427
1534895258.2421095,133,0.003777866717427969
1534895273.1202104,134,0.002256040694192052
1534895369.8538303,141,-0.0012948871590197086
1534895399.5462902,143,0.0003737818624358624
1534895662.2664964,160,5.030123045050409e-19
1534895672.4230735,161,6.035290177958003e-19
1534895686.1615078,162,5.389184571371662e-19
1534895804.971281,171,0.0018021626165136695
1534895858.449978,175,-0.003978107124567032
1534895867.3242242,176,-0.0044987318105995655
1534895953.0232773,182,-0.004752369597554207
1534895989.2824297,185,-0.0012414897792041302
1534896003.0739336,186,-0.0017354157753288746
1534896036.9839442,189,-0.002095848321914673
1534896115.9722698,194,0.019503403455018997
1534896126.1468039,195,0.011867574416100979
1534896211.9572282,201,-0.01631290838122368
1534896225.6912348,202,-0.01377653144299984
1534896292.6783497,208,-0.0002803363895509392
1534896336.1697736,211,0.0003470831725280732
1534896398.795277,216,0.0003337338275741786
1534896457.0954955,220,-0.00014684288180433214
1534896470.7862287,221,-2.669870445970446e-05
